rank_chosen,cpu,benchmark,parallel_cpus,cycle_count,wall_time_s
4,boom21-large,vvadd,16,377579,47.62
4,boom21-large,vvadd,16,377579,48.57
4,boom21-large,vvadd,16,377579,46.84
4,boom21-large,vvadd,16,377579,46.23
4,boom21-large,vvadd,16,377579,46.72
4,boom21-large,vvadd,16,377579,47.27
4,boom21-large,vvadd,16,377579,47.02
4,boom21-large,vvadd,1,377579,35.9
4,boom21-small,qsort,16,1287655,61.69
4,boom21-small,qsort,16,1287655,60.65
4,boom21-small,qsort,16,1287655,60.22
4,boom21-small,qsort,16,1287655,61.67
4,boom21-small,qsort,16,1287655,61.16
4,boom21-small,qsort,16,1287655,61.54
4,boom21-small,qsort,16,1287655,61.54
4,boom21-small,qsort,16,1287655,60.32
4,boom21-small,qsort,16,1287655,62.52
4,boom21-small,qsort,16,1287655,61.28
4,boom21-small,qsort,16,1287655,61.25
4,boom21-small,qsort,16,1287655,62.0
4,boom21-small,qsort,16,1287655,61.43
4,boom21-small,qsort,16,1287655,61.66
4,boom21-small,qsort,16,1287655,61.72
4,boom21-small,qsort,16,1287655,62.21
4,boom21-small,qsort,1,1287655,55.1
4,boom21-small,vvadd,16,432839,15.09
4,boom21-small,vvadd,16,432839,15.37
4,boom21-small,vvadd,16,432839,15.29
4,boom21-small,vvadd,16,432839,15.71
4,boom21-small,vvadd,16,432839,15.12
4,boom21-small,vvadd,16,432839,15.62
4,boom21-small,vvadd,16,432839,15.28
4,boom21-small,vvadd,16,432839,15.15
4,boom21-small,vvadd,16,432839,15.37
4,boom21-small,vvadd,16,432839,15.6
4,boom21-small,vvadd,16,432839,15.48
4,boom21-small,vvadd,16,432839,15.26
4,boom21-small,vvadd,16,432839,15.51
4,boom21-small,vvadd,16,432839,15.62
4,boom21-small,vvadd,16,432839,15.31
4,boom21-small,vvadd,16,432839,15.38
4,boom21-small,vvadd,1,432839,13.78
4,rocket21-1c,qsort,16,793459,11.55
4,rocket21-1c,qsort,16,793459,11.83
4,rocket21-1c,qsort,16,793459,11.87
4,rocket21-1c,qsort,16,793459,11.54
4,rocket21-1c,qsort,16,793459,11.74
4,rocket21-1c,qsort,16,793459,11.92
4,rocket21-1c,qsort,16,793459,11.69
4,rocket21-1c,qsort,16,793459,11.65
4,rocket21-1c,qsort,16,793459,11.68
4,rocket21-1c,qsort,16,793459,11.73
4,rocket21-1c,qsort,16,793459,11.64
4,rocket21-1c,qsort,16,793459,11.59
4,rocket21-1c,qsort,16,793459,11.68
4,rocket21-1c,qsort,16,793459,11.67
4,rocket21-1c,qsort,16,793459,11.64
4,rocket21-1c,qsort,16,793459,11.62
4,rocket21-1c,qsort,1,793459,10.6
4,rocket21-1c,vvadd,16,237215,3.77
4,rocket21-1c,vvadd,16,237215,3.73
4,rocket21-1c,vvadd,16,237215,3.79
4,rocket21-1c,vvadd,16,237215,3.76
4,rocket21-1c,vvadd,16,237215,3.75
4,rocket21-1c,vvadd,16,237215,4.4
4,rocket21-1c,vvadd,16,237215,3.73
4,rocket21-1c,vvadd,16,237215,3.77
4,rocket21-1c,vvadd,16,237215,3.77
4,rocket21-1c,vvadd,16,237215,3.76
4,rocket21-1c,vvadd,16,237215,3.82
4,rocket21-1c,vvadd,16,237215,3.78
4,rocket21-1c,vvadd,16,237215,3.75
4,rocket21-1c,vvadd,16,237215,3.74
4,rocket21-1c,vvadd,16,237215,3.78
4,rocket21-1c,vvadd,16,237215,3.76
4,rocket21-1c,vvadd,1,237215,3.26
4,rocket21-2c,qsort,16,794619,15.92
4,rocket21-2c,qsort,16,794619,16.7
4,rocket21-2c,qsort,16,794619,15.76
4,rocket21-2c,qsort,16,794619,15.91
4,rocket21-2c,qsort,16,794619,15.91
4,rocket21-2c,qsort,16,794619,15.71
4,rocket21-2c,qsort,16,794619,16.17
4,rocket21-2c,qsort,16,794619,15.95
4,rocket21-2c,qsort,16,794619,16.25
4,rocket21-2c,qsort,16,794619,15.65
4,rocket21-2c,qsort,16,794619,15.86
4,rocket21-2c,qsort,16,794619,15.94
4,rocket21-2c,qsort,16,794619,15.6
4,rocket21-2c,qsort,16,794619,15.84
4,rocket21-2c,qsort,16,794619,15.63
4,rocket21-2c,qsort,16,794619,16.89
4,rocket21-2c,qsort,1,794619,14.46
4,rocket21-2c,vvadd,16,238411,4.49
4,rocket21-2c,vvadd,16,238411,4.57
4,rocket21-2c,vvadd,16,238411,5.34
4,rocket21-2c,vvadd,16,238411,4.57
4,rocket21-2c,vvadd,16,238411,4.67
4,rocket21-2c,vvadd,16,238411,4.6
4,rocket21-2c,vvadd,16,238411,4.58
4,rocket21-2c,vvadd,16,238411,4.57
4,rocket21-2c,vvadd,16,238411,4.52
4,rocket21-2c,vvadd,16,238411,4.54
4,rocket21-2c,vvadd,16,238411,4.57
4,rocket21-2c,vvadd,16,238411,4.6
4,rocket21-2c,vvadd,16,238411,4.56
4,rocket21-2c,vvadd,16,238411,4.56
4,rocket21-2c,vvadd,16,238411,4.68
4,rocket21-2c,vvadd,16,238411,4.54
4,rocket21-2c,vvadd,1,238411,3.81
5,boom21-2large,qsort,16,1040643,452.84
5,boom21-2large,qsort,16,1040643,434.92
5,boom21-2large,qsort,16,1040643,394.45
5,boom21-2large,qsort,16,1040643,405.66
5,boom21-2large,qsort,16,1040643,437.08
5,boom21-2large,qsort,16,1040643,433.49
5,boom21-2large,qsort,16,1040643,394.33
5,boom21-2large,qsort,16,1040643,403.28
5,boom21-2large,qsort,16,1040643,406.45
5,boom21-2large,qsort,16,1040643,441.85
5,boom21-2large,qsort,16,1040643,399.95
5,boom21-2large,qsort,16,1040643,450.65
5,boom21-2large,qsort,16,1040643,397.92
5,boom21-2large,qsort,16,1040643,437.16
5,boom21-2large,qsort,16,1040643,511.71
5,boom21-2large,qsort,16,1040643,428.13
5,boom21-2large,qsort,1,1040643,201.0
5,boom21-2large,vvadd,16,380359,101.22
5,boom21-2large,vvadd,16,380359,101.17
5,boom21-2large,vvadd,16,380359,96.0
5,boom21-2large,vvadd,16,380359,96.15
5,boom21-2large,vvadd,16,380359,96.56
5,boom21-2large,vvadd,16,380359,86.29
5,boom21-2large,vvadd,16,380359,99.65
5,boom21-2large,vvadd,16,380359,93.03
5,boom21-2large,vvadd,16,380359,102.12
5,boom21-2large,vvadd,16,380359,100.43
5,boom21-2large,vvadd,16,380359,84.44
5,boom21-2large,vvadd,16,380359,87.89
5,boom21-2large,vvadd,16,380359,95.19
5,boom21-2large,vvadd,16,380359,87.16
5,boom21-2large,vvadd,16,380359,83.35
5,boom21-2large,vvadd,16,380359,83.07
5,boom21-2large,vvadd,1,380359,56.16
5,boom21-2small,qsort,16,1292367,125.74
5,boom21-2small,qsort,16,1292367,122.92
5,boom21-2small,qsort,16,1292367,124.73
5,boom21-2small,qsort,16,1292367,121.65
5,boom21-2small,qsort,16,1292367,126.36
5,boom21-2small,qsort,16,1292367,133.6
5,boom21-2small,qsort,16,1292367,123.93
5,boom21-2small,qsort,16,1292367,122.5
5,boom21-2small,qsort,16,1292367,125.78
5,boom21-2small,qsort,16,1292367,122.91
5,boom21-2small,qsort,16,1292367,124.77
5,boom21-2small,qsort,16,1292367,123.68
5,boom21-2small,qsort,16,1292367,125.87
5,boom21-2small,qsort,16,1292367,123.35
5,boom21-2small,qsort,16,1292367,122.37
5,boom21-2small,qsort,16,1292367,123.87
5,boom21-2small,qsort,1,1292367,107.79
5,boom21-2small,vvadd,16,435595,31.33
5,boom21-2small,vvadd,16,435595,30.11
5,boom21-2small,vvadd,16,435595,30.43
5,boom21-2small,vvadd,16,435595,30.56
5,boom21-2small,vvadd,16,435595,30.01
5,boom21-2small,vvadd,16,435595,31.65
5,boom21-2small,vvadd,16,435595,31.41
5,boom21-2small,vvadd,16,435595,31.25
5,boom21-2small,vvadd,16,435595,31.24
5,boom21-2small,vvadd,16,435595,30.5
5,boom21-2small,vvadd,16,435595,29.54
5,boom21-2small,vvadd,16,435595,31.1
5,boom21-2small,vvadd,16,435595,30.09
5,boom21-2small,vvadd,16,435595,32.22
5,boom21-2small,vvadd,16,435595,31.11
5,boom21-2small,vvadd,16,435595,29.97
5,boom21-2small,vvadd,1,435595,26.82
5,boom21-large,qsort,16,1034563,202.81
5,boom21-large,qsort,16,1034563,214.19
5,boom21-large,qsort,16,1034563,184.89
5,boom21-large,qsort,16,1034563,190.47
5,boom21-large,qsort,16,1034563,208.52
5,boom21-large,qsort,16,1034563,260.52
5,boom21-large,qsort,16,1034563,198.77
5,boom21-large,qsort,16,1034563,212.46
5,boom21-large,qsort,16,1034563,211.01
5,boom21-large,qsort,16,1034563,183.21
5,boom21-large,qsort,16,1034563,184.64
5,boom21-large,qsort,16,1034563,220.52
5,boom21-large,qsort,16,1034563,189.58
5,boom21-large,qsort,16,1034563,189.1
5,boom21-large,qsort,16,1034563,209.26
5,boom21-large,qsort,16,1034563,191.46
5,boom21-large,qsort,1,1034563,116.2
5,boom21-large,vvadd,16,377795,47.99
5,boom21-large,vvadd,16,377795,50.11
5,boom21-large,vvadd,16,377795,43.85
5,boom21-large,vvadd,16,377795,43.88
5,boom21-large,vvadd,16,377795,49.34
5,boom21-large,vvadd,16,377795,43.47
5,boom21-large,vvadd,16,377795,49.98
5,boom21-large,vvadd,16,377795,44.35
5,boom21-large,vvadd,16,377795,49.0
5,boom21-large,vvadd,16,377795,49.44
5,boom21-large,vvadd,16,377795,56.59
5,boom21-large,vvadd,16,377795,44.78
5,boom21-large,vvadd,16,377795,49.15
5,boom21-large,vvadd,16,377795,48.76
5,boom21-large,vvadd,16,377795,51.68
5,boom21-large,vvadd,16,377795,44.01
5,boom21-large,vvadd,1,377795,32.41
5,boom21-small,qsort,16,1287655,62.56
5,boom21-small,qsort,16,1287655,63.37
5,boom21-small,qsort,16,1287655,61.47
5,boom21-small,qsort,16,1287655,61.16
5,boom21-small,qsort,16,1287655,61.66
5,boom21-small,qsort,16,1287655,61.77
5,boom21-small,qsort,16,1287655,62.6
5,boom21-small,qsort,16,1287655,59.93
5,boom21-small,qsort,16,1287655,61.36
5,boom21-small,qsort,16,1287655,60.09
5,boom21-small,qsort,16,1287655,61.17
5,boom21-small,qsort,16,1287655,60.93
5,boom21-small,qsort,16,1287655,62.39
5,boom21-small,qsort,16,1287655,62.14
5,boom21-small,qsort,16,1287655,61.05
5,boom21-small,qsort,16,1287655,61.32
5,boom21-small,qsort,1,1287655,55.8
5,boom21-small,vvadd,16,432839,15.45
5,boom21-small,vvadd,16,432839,15.52
5,boom21-small,vvadd,16,432839,15.49
5,boom21-small,vvadd,16,432839,15.59
5,boom21-small,vvadd,16,432839,15.35
5,boom21-small,vvadd,16,432839,15.23
5,boom21-small,vvadd,16,432839,15.48
5,boom21-small,vvadd,16,432839,15.03
5,boom21-small,vvadd,16,432839,15.31
5,boom21-small,vvadd,16,432839,15.1
5,boom21-small,vvadd,16,432839,15.59
5,boom21-small,vvadd,16,432839,17.38
5,boom21-small,vvadd,16,432839,15.34
5,boom21-small,vvadd,16,432839,15.14
5,boom21-small,vvadd,16,432839,15.49
5,boom21-small,vvadd,16,432839,15.61
5,boom21-small,vvadd,1,432839,13.98
5,rocket21-1c,qsort,16,793459,11.47
5,rocket21-1c,qsort,16,793459,11.58
5,rocket21-1c,qsort,16,793459,11.76
5,rocket21-1c,qsort,16,793459,11.54
5,rocket21-1c,qsort,16,793459,11.73
5,rocket21-1c,qsort,16,793459,11.67
5,rocket21-1c,qsort,16,793459,11.58
5,rocket21-1c,qsort,16,793459,11.54
5,rocket21-1c,qsort,16,793459,11.64
5,rocket21-1c,qsort,16,793459,11.68
5,rocket21-1c,qsort,16,793459,11.72
5,rocket21-1c,qsort,16,793459,11.51
5,rocket21-1c,qsort,16,793459,11.6
5,rocket21-1c,qsort,16,793459,11.7
5,rocket21-1c,qsort,16,793459,11.78
5,rocket21-1c,qsort,16,793459,11.64
5,rocket21-1c,qsort,1,793459,10.73
5,rocket21-1c,vvadd,16,237215,3.78
5,rocket21-1c,vvadd,16,237215,3.75
5,rocket21-1c,vvadd,16,237215,3.76
5,rocket21-1c,vvadd,16,237215,3.81
5,rocket21-1c,vvadd,16,237215,3.79
5,rocket21-1c,vvadd,16,237215,3.77
5,rocket21-1c,vvadd,16,237215,3.83
5,rocket21-1c,vvadd,16,237215,3.82
5,rocket21-1c,vvadd,16,237215,3.76
5,rocket21-1c,vvadd,16,237215,3.75
5,rocket21-1c,vvadd,16,237215,3.74
5,rocket21-1c,vvadd,16,237215,3.78
5,rocket21-1c,vvadd,16,237215,3.73
5,rocket21-1c,vvadd,16,237215,3.81
5,rocket21-1c,vvadd,16,237215,3.75
5,rocket21-1c,vvadd,16,237215,3.83
5,rocket21-1c,vvadd,1,237215,3.5
5,rocket21-2c,qsort,16,794619,16.53
5,rocket21-2c,qsort,16,794619,17.16
5,rocket21-2c,qsort,16,794619,16.79
5,rocket21-2c,qsort,16,794619,16.5
5,rocket21-2c,qsort,16,794619,16.47
5,rocket21-2c,qsort,16,794619,16.79
5,rocket21-2c,qsort,16,794619,16.6
5,rocket21-2c,qsort,16,794619,16.8
5,rocket21-2c,qsort,16,794619,16.66
5,rocket21-2c,qsort,16,794619,16.73
5,rocket21-2c,qsort,16,794619,17.03
5,rocket21-2c,qsort,16,794619,16.79
5,rocket21-2c,qsort,16,794619,17.22
5,rocket21-2c,qsort,16,794619,16.85
5,rocket21-2c,qsort,16,794619,16.8
5,rocket21-2c,qsort,16,794619,16.49
5,rocket21-2c,qsort,1,794619,15.08
5,rocket21-2c,vvadd,16,238411,4.73
5,rocket21-2c,vvadd,16,238411,4.71
5,rocket21-2c,vvadd,16,238411,4.73
5,rocket21-2c,vvadd,16,238411,4.84
5,rocket21-2c,vvadd,16,238411,4.73
5,rocket21-2c,vvadd,16,238411,4.84
5,rocket21-2c,vvadd,16,238411,4.73
5,rocket21-2c,vvadd,16,238411,4.79
5,rocket21-2c,vvadd,16,238411,4.77
5,rocket21-2c,vvadd,16,238411,4.73
5,rocket21-2c,vvadd,16,238411,4.82
5,rocket21-2c,vvadd,16,238411,4.83
5,rocket21-2c,vvadd,16,238411,4.76
5,rocket21-2c,vvadd,16,238411,4.78
5,rocket21-2c,vvadd,16,238411,4.82
5,rocket21-2c,vvadd,16,238411,4.83
5,rocket21-2c,vvadd,1,238411,4.27
6,boom21-2large,qsort,16,1040643,467.37
6,boom21-2large,qsort,16,1040643,393.65
6,boom21-2large,qsort,16,1040643,379.82
6,boom21-2large,qsort,16,1040643,396.09
6,boom21-2large,qsort,16,1040643,508.0
6,boom21-2large,qsort,16,1040643,403.97
6,boom21-2large,qsort,16,1040643,402.27
6,boom21-2large,qsort,16,1040643,392.56
6,boom21-2large,qsort,16,1040643,389.87
6,boom21-2large,qsort,16,1040643,402.32
6,boom21-2large,qsort,16,1040643,389.9
6,boom21-2large,qsort,16,1040643,381.08
6,boom21-2large,qsort,16,1040643,502.54
6,boom21-2large,qsort,16,1040643,400.48
6,boom21-2large,qsort,16,1040643,396.69
6,boom21-2large,qsort,16,1040643,392.02
6,boom21-2large,qsort,1,1040643,200.83
6,boom21-2large,vvadd,16,380383,94.88
6,boom21-2large,vvadd,16,380383,117.4
6,boom21-2large,vvadd,16,380383,93.26
6,boom21-2large,vvadd,16,380383,99.08
6,boom21-2large,vvadd,16,380383,88.81
6,boom21-2large,vvadd,16,380383,85.17
6,boom21-2large,vvadd,16,380383,77.26
6,boom21-2large,vvadd,16,380383,83.96
6,boom21-2large,vvadd,16,380383,80.38
6,boom21-2large,vvadd,16,380383,85.58
6,boom21-2large,vvadd,16,380383,96.73
6,boom21-2large,vvadd,16,380383,79.32
6,boom21-2large,vvadd,16,380383,90.46
6,boom21-2large,vvadd,16,380383,83.04
6,boom21-2large,vvadd,16,380383,92.34
6,boom21-2large,vvadd,16,380383,91.41
6,boom21-2large,vvadd,1,380383,53.88
6,boom21-2small,qsort,16,1291947,127.29
6,boom21-2small,qsort,16,1291947,118.31
6,boom21-2small,qsort,16,1291947,137.88
6,boom21-2small,qsort,16,1291947,131.14
6,boom21-2small,qsort,16,1291947,126.05
6,boom21-2small,qsort,16,1291947,123.4
6,boom21-2small,qsort,16,1291947,126.29
6,boom21-2small,qsort,16,1291947,127.05
6,boom21-2small,qsort,16,1291947,134.67
6,boom21-2small,qsort,16,1291947,116.31
6,boom21-2small,qsort,16,1291947,120.87
6,boom21-2small,qsort,16,1291947,125.55
6,boom21-2small,qsort,16,1291947,119.08
6,boom21-2small,qsort,16,1291947,127.17
6,boom21-2small,qsort,16,1291947,130.16
6,boom21-2small,qsort,16,1291947,119.99
6,boom21-2small,qsort,1,1291947,102.49
6,boom21-2small,vvadd,16,435367,30.73
6,boom21-2small,vvadd,16,435367,31.09
6,boom21-2small,vvadd,16,435367,31.26
6,boom21-2small,vvadd,16,435367,29.63
6,boom21-2small,vvadd,16,435367,31.03
6,boom21-2small,vvadd,16,435367,30.29
6,boom21-2small,vvadd,16,435367,30.07
6,boom21-2small,vvadd,16,435367,29.84
6,boom21-2small,vvadd,16,435367,31.38
6,boom21-2small,vvadd,16,435367,31.25
6,boom21-2small,vvadd,16,435367,30.25
6,boom21-2small,vvadd,16,435367,30.3
6,boom21-2small,vvadd,16,435367,30.93
6,boom21-2small,vvadd,16,435367,30.28
6,boom21-2small,vvadd,16,435367,29.69
6,boom21-2small,vvadd,16,435367,29.37
6,boom21-2small,vvadd,1,435367,26.72
6,boom21-large,qsort,16,1034563,202.16
6,boom21-large,qsort,16,1034563,209.19
6,boom21-large,qsort,16,1034563,181.85
6,boom21-large,qsort,16,1034563,204.43
6,boom21-large,qsort,16,1034563,183.82
6,boom21-large,qsort,16,1034563,272.82
6,boom21-large,qsort,16,1034563,209.29
6,boom21-large,qsort,16,1034563,211.33
6,boom21-large,qsort,16,1034563,184.95
6,boom21-large,qsort,16,1034563,189.09
6,boom21-large,qsort,16,1034563,208.87
6,boom21-large,qsort,16,1034563,187.73
6,boom21-large,qsort,16,1034563,178.59
6,boom21-large,qsort,16,1034563,212.78
6,boom21-large,qsort,16,1034563,209.62
6,boom21-large,qsort,16,1034563,209.04
6,boom21-large,qsort,1,1034563,115.18
6,boom21-large,vvadd,16,377795,43.25
6,boom21-large,vvadd,16,377795,49.93
6,boom21-large,vvadd,16,377795,49.9
6,boom21-large,vvadd,16,377795,49.83
6,boom21-large,vvadd,16,377795,49.69
6,boom21-large,vvadd,16,377795,42.88
6,boom21-large,vvadd,16,377795,48.79
6,boom21-large,vvadd,16,377795,49.5
6,boom21-large,vvadd,16,377795,49.16
6,boom21-large,vvadd,16,377795,43.48
6,boom21-large,vvadd,16,377795,54.66
6,boom21-large,vvadd,16,377795,49.66
6,boom21-large,vvadd,16,377795,49.29
6,boom21-large,vvadd,16,377795,43.7
6,boom21-large,vvadd,16,377795,42.74
6,boom21-large,vvadd,16,377795,50.44
6,boom21-large,vvadd,1,377795,31.24
6,boom21-small,qsort,16,1287655,62.48
6,boom21-small,qsort,16,1287655,63.18
6,boom21-small,qsort,16,1287655,60.68
6,boom21-small,qsort,16,1287655,62.08
6,boom21-small,qsort,16,1287655,62.12
6,boom21-small,qsort,16,1287655,62.13
6,boom21-small,qsort,16,1287655,60.95
6,boom21-small,qsort,16,1287655,61.89
6,boom21-small,qsort,16,1287655,60.04
6,boom21-small,qsort,16,1287655,62.54
6,boom21-small,qsort,16,1287655,60.76
6,boom21-small,qsort,16,1287655,60.8
6,boom21-small,qsort,16,1287655,62.16
6,boom21-small,qsort,16,1287655,62.71
6,boom21-small,qsort,16,1287655,60.95
6,boom21-small,qsort,16,1287655,62.27
6,boom21-small,qsort,1,1287655,56.5
6,boom21-small,vvadd,16,432839,15.48
6,boom21-small,vvadd,16,432839,15.8
6,boom21-small,vvadd,16,432839,15.69
6,boom21-small,vvadd,16,432839,15.87
6,boom21-small,vvadd,16,432839,15.48
6,boom21-small,vvadd,16,432839,15.73
6,boom21-small,vvadd,16,432839,15.16
6,boom21-small,vvadd,16,432839,15.43
6,boom21-small,vvadd,16,432839,15.57
6,boom21-small,vvadd,16,432839,15.49
6,boom21-small,vvadd,16,432839,15.51
6,boom21-small,vvadd,16,432839,15.82
6,boom21-small,vvadd,16,432839,15.28
6,boom21-small,vvadd,16,432839,15.56
6,boom21-small,vvadd,16,432839,15.8
6,boom21-small,vvadd,16,432839,15.31
6,boom21-small,vvadd,1,432839,13.78
6,rocket21-1c,qsort,16,793459,11.75
6,rocket21-1c,qsort,16,793459,11.68
6,rocket21-1c,qsort,16,793459,11.72
6,rocket21-1c,qsort,16,793459,11.6
6,rocket21-1c,qsort,16,793459,11.74
6,rocket21-1c,qsort,16,793459,11.62
6,rocket21-1c,qsort,16,793459,11.63
6,rocket21-1c,qsort,16,793459,11.7
6,rocket21-1c,qsort,16,793459,11.64
6,rocket21-1c,qsort,16,793459,11.62
6,rocket21-1c,qsort,16,793459,11.68
6,rocket21-1c,qsort,16,793459,11.83
6,rocket21-1c,qsort,16,793459,11.61
6,rocket21-1c,qsort,16,793459,11.86
6,rocket21-1c,qsort,16,793459,11.69
6,rocket21-1c,qsort,16,793459,11.64
6,rocket21-1c,qsort,1,793459,10.23
6,rocket21-1c,vvadd,16,237215,3.91
6,rocket21-1c,vvadd,16,237215,3.81
6,rocket21-1c,vvadd,16,237215,3.76
6,rocket21-1c,vvadd,16,237215,3.88
6,rocket21-1c,vvadd,16,237215,3.76
6,rocket21-1c,vvadd,16,237215,3.83
6,rocket21-1c,vvadd,16,237215,3.78
6,rocket21-1c,vvadd,16,237215,3.85
6,rocket21-1c,vvadd,16,237215,3.82
6,rocket21-1c,vvadd,16,237215,4.27
6,rocket21-1c,vvadd,16,237215,3.78
6,rocket21-1c,vvadd,16,237215,3.85
6,rocket21-1c,vvadd,16,237215,3.84
6,rocket21-1c,vvadd,16,237215,3.88
6,rocket21-1c,vvadd,16,237215,3.86
6,rocket21-1c,vvadd,16,237215,3.85
6,rocket21-1c,vvadd,1,237215,3.49
6,rocket21-2c,qsort,16,794619,16.25
6,rocket21-2c,qsort,16,794619,15.97
6,rocket21-2c,qsort,16,794619,16.04
6,rocket21-2c,qsort,16,794619,16.29
6,rocket21-2c,qsort,16,794619,16.55
6,rocket21-2c,qsort,16,794619,16.39
6,rocket21-2c,qsort,16,794619,16.23
6,rocket21-2c,qsort,16,794619,16.25
6,rocket21-2c,qsort,16,794619,15.95
6,rocket21-2c,qsort,16,794619,16.18
6,rocket21-2c,qsort,16,794619,16.3
6,rocket21-2c,qsort,16,794619,16.05
6,rocket21-2c,qsort,16,794619,16.56
6,rocket21-2c,qsort,16,794619,16.34
6,rocket21-2c,qsort,16,794619,16.08
6,rocket21-2c,qsort,16,794619,16.26
6,rocket21-2c,qsort,1,794619,14.15
6,rocket21-2c,vvadd,16,238411,4.76
6,rocket21-2c,vvadd,16,238411,4.75
6,rocket21-2c,vvadd,16,238411,4.65
6,rocket21-2c,vvadd,16,238411,4.73
6,rocket21-2c,vvadd,16,238411,4.64
6,rocket21-2c,vvadd,16,238411,4.71
6,rocket21-2c,vvadd,16,238411,4.67
6,rocket21-2c,vvadd,16,238411,4.64
6,rocket21-2c,vvadd,16,238411,4.59
6,rocket21-2c,vvadd,16,238411,4.61
6,rocket21-2c,vvadd,16,238411,4.59
6,rocket21-2c,vvadd,16,238411,4.65
6,rocket21-2c,vvadd,16,238411,4.67
6,rocket21-2c,vvadd,16,238411,4.62
6,rocket21-2c,vvadd,16,238411,4.63
6,rocket21-2c,vvadd,16,238411,5.28
6,rocket21-2c,vvadd,1,238411,4.1
7,boom21-2large,qsort,16,1040703,413.21
7,boom21-2large,qsort,16,1040703,554.38
7,boom21-2large,qsort,16,1040703,399.68
7,boom21-2large,qsort,16,1040703,417.19
7,boom21-2large,qsort,16,1040703,413.95
7,boom21-2large,qsort,16,1040703,409.11
7,boom21-2large,qsort,16,1040703,419.57
7,boom21-2large,qsort,16,1040703,420.7
7,boom21-2large,qsort,16,1040703,414.6
7,boom21-2large,qsort,16,1040703,493.91
7,boom21-2large,qsort,16,1040703,421.21
7,boom21-2large,qsort,16,1040703,413.05
7,boom21-2large,qsort,16,1040703,424.38
7,boom21-2large,qsort,16,1040703,422.12
7,boom21-2large,qsort,16,1040703,409.29
7,boom21-2large,qsort,16,1040703,410.2
7,boom21-2large,qsort,1,1040703,195.23
7,boom21-2large,vvadd,16,380383,99.72
7,boom21-2large,vvadd,16,380383,79.32
7,boom21-2large,vvadd,16,380383,98.21
7,boom21-2large,vvadd,16,380383,94.94
7,boom21-2large,vvadd,16,380383,85.58
7,boom21-2large,vvadd,16,380383,89.03
7,boom21-2large,vvadd,16,380383,100.0
7,boom21-2large,vvadd,16,380383,88.8
7,boom21-2large,vvadd,16,380383,86.23
7,boom21-2large,vvadd,16,380383,99.38
7,boom21-2large,vvadd,16,380383,85.28
7,boom21-2large,vvadd,16,380383,95.09
7,boom21-2large,vvadd,16,380383,86.13
7,boom21-2large,vvadd,16,380383,97.07
7,boom21-2large,vvadd,16,380383,92.94
7,boom21-2large,vvadd,16,380383,98.73
7,boom21-2large,vvadd,1,380383,54.01
7,boom21-2small,qsort,16,1292475,133.18
7,boom21-2small,qsort,16,1292475,142.34
7,boom21-2small,qsort,16,1292475,122.37
7,boom21-2small,qsort,16,1292475,127.99
7,boom21-2small,qsort,16,1292475,127.69
7,boom21-2small,qsort,16,1292475,126.07
7,boom21-2small,qsort,16,1292475,125.07
7,boom21-2small,qsort,16,1292475,123.35
7,boom21-2small,qsort,16,1292475,119.29
7,boom21-2small,qsort,16,1292475,119.78
7,boom21-2small,qsort,16,1292475,120.11
7,boom21-2small,qsort,16,1292475,119.79
